id          first_name  last_name   gender      party       party_duration  age         married     children_count  homeowner   employed    created_at                 updated_at                 COUNT(1)  
2972        Deon        Wyman       male        republican  26              66          1           6               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2973        Arvid       Jast        male        na          12              66          0           7               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  6         
2977        Marlee      Hammes      female      independen  6               20          0           4               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2979        Monroe      Koch        female      republican  11              23          0           4               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2981        Dagmar      Terry       male        republican  9               41          0           8               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2982        Korbin      Jakubowski  female      green       34              54          1           2               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2985        Stevie      Lowe        female      democrat    52              85          0           0               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2988        Guadalupe   McCullough  female      republican  49              89          0           3               1           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  4         
2989        Dominic     Hills       male        republican  4               45          0           2               0           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  7         
2992        Gustave     Brakus      female      republican  14              57          0           5               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  5         
2993        Joey        Ullrich     male        green       61              75          1           1               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
2997        Era         Schinner    male        democrat    33              48          1           3               0           0           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  6         
3002        Tommie      Stokes      male        republican  44              85          0           8               1           1           2012-10-10 16:25:32 -0700  2012-10-10 16:25:32 -0700  3         
